ProductID,OutletID,OutletSales
FDI35,OUT017,3046.5
NCU18,OUT049,2279.0
FDY33,OUT018,2324.5
FDC15,OUT027,3821.0
FDU01,OUT049,3114.5
NCU42,OUT046,2728.5
NCV29,OUT018,2516.5
NCY30,OUT017,2878.0
FDQ46,OUT049,1921.0
FDG58,OUT027,3931.5
FDK33,OUT017,3448.5
NCD07,OUT045,1846.0
NCX29,OUT027,3664.5
NCT42,OUT013,2351.0
DRN59,OUT035,760.5
FDI44,OUT035,1360.0
FDA45,OUT049,2915.5
FDP31,OUT045,1166.5
FDY01,OUT046,1988.5
FDT09,OUT018,1942.5
DRH03,OUT027,2886.0
FDA36,OUT018,2662.0
NCF31,OUT017,2430.0
FDG14,OUT049,2574.5
FDG28,OUT027,5224.0
FDU14,OUT049,3937.5
FDY47,OUT019,312.0
FDI56,OUT049,1590.5
DRD01,OUT013,982.0
FDM22,OUT046,1078.5
FDH33,OUT013,777.5
DRZ24,OUT013,1911.0
NCQ38,OUT046,1719.5
FDO16,OUT027,2701.5
FDU07,OUT027,3838.5
NCB07,OUT013,3038.0
FDU48,OUT045,2088.0
NCM43,OUT045,2605.0
FDR31,OUT010,471.0
DRK49,OUT018,430.0
NCI30,OUT010,1873.0
DRD60,OUT017,2890.5
NCG19,OUT046,3707.0
FDH12,OUT035,1725.5
FDM32,OUT035,1566.0
FDM27,OUT035,2594.5
NCU53,OUT027,4012.5
NCQ18,OUT046,1608.0
FDS10,OUT013,2904.0
FDB33,OUT027,3974.5
FDI12,OUT013,1397.0
NCW42,OUT013,3460.0
NCC06,OUT018,1743.5
FDW02,OUT017,2019.5
NCD43,OUT017,1678.0
FDM57,OUT018,1163.5
FDA58,OUT017,3806.5
FDK56,OUT046,3046.0
FDP52,OUT045,3624.5
FDW20,OUT018,1818.5
FDS52,OUT049,1623.5
NCT29,OUT018,1612.5
NCL54,OUT013,2768.0
FDC05,OUT045,3102.5
FDF34,OUT035,3235.5
FDP03,OUT027,3503.5
FDD32,OUT010,486.5
FDZ10,OUT045,2124.5
FDZ40,OUT035,858.5
FDD51,OUT018,398.0
NCY30,OUT019,937.5
FDP58,OUT017,3555.5
FDV49,OUT017,4253.0
FDY24,OUT019,1035.5
NCO55,OUT017,1697.0
FDR13,OUT017,1999.5
FDS51,OUT017,1131.0
FDP26,OUT045,1637.5
NCB54,OUT027,3437.0
FDF32,OUT017,3193.0
FDN31,OUT018,2778.5
DRM48,OUT017,631.5
FDN20,OUT049,2805.0
DRL01,OUT046,3771.0
FDV56,OUT049,1886.5
DRH13,OUT027,3141.0
FDA03,OUT017,2306.0
FDF47,OUT027,5068.5
FDX32,OUT046,2477.5
FDX57,OUT049,1709.5
NCA30,OUT045,3028.5
FDO49,OUT013,1073.0
FDL04,OUT019,282.5
DRM48,OUT035,650.0
FDR16,OUT013,3317.5
NCC19,OUT018,2736.0
NCE42,OUT045,3693.5
FDY24,OUT017,927.5
FDH19,OUT049,2920.5
FDJ46,OUT013,2823.5
FDN45,OUT010,1638.5
FDY08,OUT035,2328.0
FDZ37,OUT035,1539.5
NCT30,OUT045,834.5
DRY23,OUT018,464.5
NCZ30,OUT018,1652.0
FDC44,OUT018,1580.5
FDB45,OUT035,1765.5
FDY04,OUT013,2555.5
FDM27,OUT046,2757.5
FDZ43,OUT017,3915.5
FDT39,OUT019,644.5
NCC06,OUT019,169.5
FDL15,OUT027,3926.0
FDL57,OUT017,4157.5
FDU08,OUT046,1727.5
FDK40,OUT017,4112.5
FDQ12,OUT010,1648.5
FDS48,OUT017,2393.0
FDP09,OUT045,3424.0
FDW21,OUT049,1771.5
FDY25,OUT035,2962.0
DRE13,OUT017,1424.5
FDV43,OUT019,1099.5
FDD22,OUT045,1871.0
FDM46,OUT019,357.5
NCO30,OUT010,963.5
FDM25,OUT046,3045.5
NCN41,OUT049,1994.5
FDU24,OUT045,1517.5
FDZ50,OUT046,2939.0
FDP45,OUT013,4059.5
NCM54,OUT045,1998.5
FDW10,OUT019,951.5
FDP20,OUT017,2122.0
FDK32,OUT046,2557.0
FDN52,OUT049,1432.5
FDM58,OUT045,1902.5
FDZ46,OUT027,3239.5
NCA18,OUT018,1571.0
FDD35,OUT046,2166.5
NCK31,OUT035,819.0
FDI40,OUT027,2966.5
FDT50,OUT019,350.0
NCT06,OUT046,2641.0
FDT31,OUT035,3056.5
FDT45,OUT049,1006.5
FDT13,OUT045,3054.0
FDO50,OUT045,1553.5
NCU18,OUT010,273.0
NCR54,OUT049,3100.5
NCO18,OUT018,2519.0
FDU09,OUT045,1053.5
FDT13,OUT018,2764.0
FDE09,OUT046,1940.0
NCK53,OUT019,276.5
FDG45,OUT049,3508.5
DRH15,OUT035,719.0
FDO21,OUT019,1757.5
FDD14,OUT027,4412.5
FDC09,OUT046,1814.5
FDH45,OUT027,2221.5
FDV32,OUT046,1198.5
FDG12,OUT035,1943.5
FDS32,OUT013,2338.5
NCL55,OUT018,3634.5
DRE01,OUT035,3836.5
DRE15,OUT049,1268.0
NCL42,OUT045,3868.5
FDP31,OUT013,1129.5
FDN33,OUT018,1323.5
FDZ59,OUT046,2673.5
FDE45,OUT010,960.0
FDJ07,OUT013,2004.5
FDQ45,OUT018,2748.5
FDM33,OUT027,4912.0
FDO15,OUT010,573.5
FDM46,OUT013,1554.0
FDR03,OUT045,3387.5
FDY49,OUT018,2467.5
FDQ60,OUT045,1918.5
FDW10,OUT049,2914.5
FDO51,OUT049,941.5
FDJ40,OUT018,1431.5
FDS20,OUT018,2678.5
FDU45,OUT013,1908.5
FDV02,OUT035,2643.0
FDN09,OUT046,3939.5
NCM55,OUT027,4312.0
FDN23,OUT018,2131.0
FDY31,OUT010,453.5
FDW03,OUT010,87.5
FDD14,OUT046,3001.5
FDV23,OUT017,2091.5
DRI03,OUT045,2761.0
FDN13,OUT035,1792.5
FDF45,OUT027,2495.5
FDU46,OUT035,1543.5
FDB57,OUT049,3661.5
FDV12,OUT049,1672.5
FDQ58,OUT013,2489.5
NCA18,OUT017,1849.0
FDH52,OUT049,1050.0
FDM24,OUT018,2113.5
NCP43,OUT027,4234.0
NCO18,OUT019,890.0
FDM32,OUT017,1608.5
NCL07,OUT017,636.5
FDK03,OUT013,3962.5
FDP59,OUT017,1757.5
FDQ24,OUT049,3979.0
FDQ16,OUT018,1406.5
FDU44,OUT013,2656.5
FDH28,OUT010,1334.0
FDV28,OUT019,1343.5
FDM22,OUT045,1013.5
FDR56,OUT046,3244.0
FDV39,OUT049,3266.0
FDU37,OUT019,488.5
FDQ11,OUT010,2227.0
FDX02,OUT045,3481.5
NCS42,OUT018,1191.0
FDY57,OUT027,3010.5
FDB21,OUT049,3922.0
FDE28,OUT017,3589.0
FDQ55,OUT017,1941.5
FDA48,OUT049,3526.0
FDZ19,OUT045,2848.5
NCC43,OUT045,3956.0
NCV18,OUT046,1359.0
NCA42,OUT018,2229.0
FDY45,OUT046,4154.5
NCC30,OUT045,2819.0
FDM57,OUT013,1486.5
FDL09,OUT010,771.5
FDB09,OUT027,3461.5
FDT44,OUT035,1974.5
NCT06,OUT027,3977.0
FDX26,OUT049,2893.0
FDK32,OUT013,2582.5
DRA12,OUT046,2345.0
FDO46,OUT010,1148.5
FDE52,OUT013,1397.0
NCH42,OUT045,3624.0
FDV08,OUT035,813.0
FDB47,OUT018,3111.5
FDC28,OUT010,225.0
FDD22,OUT046,1943.5
FDS07,OUT027,3305.0
DRI13,OUT045,3448.0
FDG32,OUT018,3270.5
FDU14,OUT017,3897.5
FDD28,OUT019,979.5
NCP41,OUT017,1754.5
FDS08,OUT049,2908.5
FDX47,OUT045,2635.0
FDC53,OUT019,319.5
FDQ19,OUT035,3927.0
FDL14,OUT045,2592.5
FDM33,OUT019,1704.5
FDA51,OUT045,1795.0
FDZ27,OUT018,498.0
FDT04,OUT046,728.0
DRC13,OUT049,2101.0
FDR16,OUT027,4736.5
FDQ03,OUT027,5229.5
FDE38,OUT035,2760.5
DRH23,OUT027,2294.5
FDT11,OUT019,1196.5
FDD09,OUT035,2936.5
FDR40,OUT045,1328.0
FDX07,OUT017,3018.5
FDR07,OUT035,1636.0
FDA51,OUT017,1810.0
FDT59,OUT019,1827.5
FDF20,OUT017,3172.5
FDR13,OUT045,1971.5
FDY26,OUT049,3348.0
FDW04,OUT017,2057.0
FDK52,OUT017,3511.5
FDN60,OUT049,2514.0
FDM09,OUT019,908.5
FDP46,OUT049,1541.5
FDB50,OUT019,557.0
NCQ29,OUT049,4093.5
FDP16,OUT027,5193.0
FDX33,OUT018,2367.5
FDP07,OUT010,1280.5
FDN22,OUT046,4081.5
FDF39,OUT049,4157.0
FDS21,OUT017,1115.5
NCM42,OUT013,1763.5
FDK50,OUT019,790.5
DRF13,OUT027,3746.5
FDH35,OUT018,2465.5
FDP60,OUT018,1289.0
DRJ49,OUT027,3490.0
NCT42,OUT019,454.5
FDE38,OUT049,2801.0
FDI04,OUT049,3154.5
NCH54,OUT045,2490.0
FDT56,OUT049,1118.5
DRD15,OUT018,3329.0
FDV58,OUT013,3136.5
FDP21,OUT049,3127.5
FDH05,OUT013,3626.5
FDR10,OUT027,4036.0
NCP06,OUT045,2357.0
FDF33,OUT049,2055.5
DRK37,OUT013,3012.0
DRH49,OUT045,1394.0
FDT58,OUT013,2726.5
FDD41,OUT018,1363.5
FDP40,OUT018,1469.5
FDM51,OUT027,3158.5
FDO45,OUT010,434.5
FDW33,OUT010,169.5
FDY24,OUT045,941.5
FDB10,OUT010,1867.5
FDM40,OUT035,2188.0
NCI06,OUT017,2853.0
FDW12,OUT019,408.0
FDX48,OUT027,3863.0
NCW05,OUT027,3075.5
FDX27,OUT017,1509.0
DRM37,OUT045,3144.0
FDA38,OUT045,3830.0
FDR36,OUT046,739.5
FDZ45,OUT046,3260.5
FDG05,OUT017,2491.5
FDK28,OUT013,4009.5
FDV47,OUT045,1476.5
FDN21,OUT045,2619.0
FDP20,OUT027,3757.5
FDI35,OUT045,3046.5
DRY23,OUT013,819.0
FDA56,OUT017,2063.0
FDB09,OUT013,2041.5
NCO26,OUT027,3243.5
FDQ49,OUT018,2433.5
FDI52,OUT027,3277.5
FDZ44,OUT027,3351.5
FDZ09,OUT018,2378.5
FDY03,OUT049,1980.5
NCG42,OUT017,2107.5
DRI13,OUT027,4848.5
FDQ32,OUT013,2110.0
FDW16,OUT035,1449.0
FDU27,OUT046,938.5
FDR28,OUT010,617.5
FDQ49,OUT010,802.0
FDS37,OUT046,2004.5
FDW26,OUT018,3164.0
FDX12,OUT018,3516.5
NCP06,OUT013,2366.5
FDW45,OUT010,438.5
NCN30,OUT049,1559.5
FDN24,OUT049,902.0
NCL41,OUT027,1947.5
FDR02,OUT019,169.5
FDD09,OUT010,1004.5
FDS33,OUT010,410.5
FDU22,OUT045,1990.5
FDI53,OUT013,2536.5
DRH01,OUT049,2834.5
FDX32,OUT013,2371.0
NCP30,OUT018,366.0
FDB60,OUT045,3092.0
FDB14,OUT049,1654.5
NCP02,OUT035,959.0
FDJ10,OUT017,2344.5
FDG34,OUT046,1942.5
NCB18,OUT017,1405.0
FDM16,OUT049,1244.5
FDW25,OUT018,1173.0
FDB35,OUT010,280.5
DRN11,OUT013,2244.5
FDF41,OUT019,1924.5
FDH16,OUT045,1381.0
NCQ50,OUT018,3040.0
DRH23,OUT018,617.5
DRJ37,OUT013,2429.0
DRJ24,OUT027,4315.5
FDY16,OUT035,2867.5
FDQ27,OUT045,1838.5
FDZ33,OUT045,2439.5
FDF29,OUT045,2080.5
FDA08,OUT049,2749.5
FDG31,OUT046,1230.0
FDE34,OUT019,1357.5
NCR30,OUT027,2570.5
FDV33,OUT035,4181.5
DRZ24,OUT018,1669.5
NCL54,OUT035,2731.0
FDR12,OUT049,2804.5
NCC54,OUT046,3825.5
DRN59,OUT013,762.5
FDX50,OUT019,175.0
FDV31,OUT027,4281.0
NCA29,OUT027,4111.0
FDW60,OUT049,2877.5
FDX08,OUT017,2979.0
DRD49,OUT013,3716.5
FDD33,OUT046,3759.0
FDW35,OUT013,809.5
FDJ36,OUT017,1659.0
FDV51,OUT035,2742.0
FDW36,OUT046,1742.5
FDH35,OUT046,2823.5
NCS30,OUT027,3451.0
FDN49,OUT017,886.0
FDL08,OUT018,3663.5
FDI09,OUT013,4064.5
FDP19,OUT018,1835.0
FDU21,OUT010,1270.5
NCP41,OUT045,1725.0
FDY10,OUT013,1874.5
FDP12,OUT018,354.5
NCN26,OUT049,1897.0
FDK44,OUT013,2871.0
FDC28,OUT049,1749.5
FDJ41,OUT027,5472.5
NCT29,OUT035,1966.0
NCH42,OUT019,1689.0
FDU60,OUT018,2362.5
FDS02,OUT045,3032.5
FDC51,OUT046,2016.0
FDU03,OUT013,2999.5
FDX39,OUT045,3474.5
NCY05,OUT010,1331.5
NCL06,OUT027,5450.5
FDD32,OUT035,1424.5
NCN41,OUT045,1951.0
NCX53,OUT049,2286.5
FDU57,OUT019,582.5
FDQ23,OUT046,1819.5
FDQ52,OUT045,3848.0
FDC14,OUT045,808.5
FDY09,OUT035,2885.0
FDQ28,OUT045,2462.5
FDV25,OUT046,3677.5
FDJ07,OUT035,1981.0
DRB25,OUT049,1769.0
FDK52,OUT019,1589.0
FDY52,OUT027,2380.5
FDB28,OUT046,3130.0
FDT36,OUT035,600.0
FDV25,OUT017,3602.0
NCN07,OUT027,3448.0
FDC57,OUT017,3162.5
FDQ03,OUT018,3557.5
FDU23,OUT017,2747.5
NCX41,OUT035,3345.5
NCD06,OUT035,765.5
FDW08,OUT045,1833.5
NCU29,OUT017,2363.5
NCE06,OUT013,2533.5
FDV52,OUT010,117.5
FDB02,OUT017,2927.5
NCR18,OUT045,719.0
FDK16,OUT049,1531.5
NCQ29,OUT010,2089.0
FDZ01,OUT019,99.5
FDW27,OUT035,2618.5
FDD17,OUT018,3408.5
FDW39,OUT013,2932.5
DRH59,OUT045,1180.5
FDS52,OUT013,1591.0
FDU40,OUT027,4417.5
NCF54,OUT013,2723.0
FDH46,OUT045,1779.5
NCP14,OUT049,1691.5
FDH50,OUT049,3101.5
DRF15,OUT010,449.0
FDV27,OUT027,2935.5
NCJ06,OUT049,1948.0
FDN02,OUT018,3029.0
FDQ51,OUT049,955.5
FDQ07,OUT017,3617.5
FDS45,OUT049,1908.5
NCJ06,OUT045,1921.5
FDD36,OUT035,1871.0
FDY25,OUT045,2985.0
FDU52,OUT046,2457.5
DRK47,OUT017,3622.0
NCL30,OUT017,2033.0
FDN22,OUT035,4050.5
NCF30,OUT027,3371.0
FDK03,OUT035,4019.0
FDT45,OUT017,995.5
NCC54,OUT027,5135.5
FDP08,OUT018,2886.0
FDU44,OUT046,2748.5
DRG39,OUT035,846.0
FDU32,OUT049,2089.5
FDY27,OUT049,2850.5
NCP54,OUT013,1946.0
NCZ41,OUT049,2044.0
DRL49,OUT013,2296.5
FDI05,OUT018,921.5
FDY56,OUT045,3679.5
DRC13,OUT013,2052.0
NCV29,OUT017,2842.0
FDR24,OUT049,1494.5
FDZ34,OUT018,2901.5
FDP37,OUT035,2218.5
FDX08,OUT027,4336.5
FDS57,OUT045,2322.5
NCG18,OUT049,1682.0
FDK25,OUT018,2612.0
FDH53,OUT049,1336.5
DRI59,OUT018,3215.5
FDA52,OUT046,2809.0
FDT20,OUT010,1203.5
FDE36,OUT019,700.5
FDI24,OUT017,2804.0
FDB28,OUT018,2814.0
FDV11,OUT017,2922.0
FDP01,OUT046,2729.0
FDD34,OUT027,4037.5
FDJ50,OUT027,2348.0
FDZ44,OUT013,2033.5
DRO59,OUT035,1228.5
DRB48,OUT045,773.0
FDR21,OUT018,2552.5
NCE42,OUT010,1734.0
FDO23,OUT046,1617.5
NCE30,OUT018,3028.5
FDQ22,OUT035,780.5
FDY01,OUT045,1949.5
FDS08,OUT017,2910.0
FDG28,OUT018,3570.5
FDQ51,OUT018,651.5
FDB05,OUT017,3926.5
FDO56,OUT049,2032.0
FDE02,OUT018,1298.0
FDN45,OUT017,3579.5
FDS09,OUT013,972.5
NCA54,OUT018,2561.5
FDP09,OUT010,1483.5
FDC53,OUT045,1560.0
NCM55,OUT017,2926.5
FDL09,OUT018,2474.5
FDA11,OUT019,404.0
FDA50,OUT045,1480.0
FDC23,OUT017,3003.0
FDE22,OUT049,2656.5
FDD23,OUT046,3202.5
NCA29,OUT049,2774.0
FDK38,OUT046,2480.0
DRC13,OUT046,2053.0
NCP43,OUT049,2858.0
FDX28,OUT049,1591.5
FDF08,OUT049,1609.5
FDZ33,OUT046,2495.0
FDD10,OUT049,3022.5
FDO58,OUT017,2655.0
FDI50,OUT017,3756.5
FDO58,OUT045,2706.5
FDX08,OUT013,2947.0
NCK17,OUT010,1258.0
FDF39,OUT035,4118.0
FDU45,OUT010,39.5
NCJ18,OUT018,1554.0
DRC27,OUT019,1934.0
DRC25,OUT035,1417.0
FDU59,OUT035,2640.5
FDU28,OUT035,2980.5
NCP30,OUT046,722.5
FDB39,OUT018,589.0
FDE41,OUT013,1374.5
DRH11,OUT010,1026.5
FDA58,OUT045,3794.5
FDU50,OUT046,1889.5
FDM34,OUT013,2132.5
FDM44,OUT027,3163.5
FDR39,OUT045,2996.5
FDM25,OUT045,3033.0
FDQ49,OUT049,2770.0
DRH25,OUT018,602.0
FDM09,OUT027,4197.5
FDL44,OUT019,756.0
NCR42,OUT018,265.0
DRL59,OUT046,913.5
FDX43,OUT013,2748.5
DRK47,OUT010,1609.5
FDU48,OUT018,1786.0
FDY12,OUT045,846.5
NCN43,OUT018,1656.0
NCM55,OUT018,2592.0
FDQ21,OUT027,3444.5
FDX13,OUT035,4046.0
NCK30,OUT027,5401.5
FDG20,OUT049,2919.0
DRG27,OUT017,642.0
FDY14,OUT018,3821.0
FDP59,OUT035,1765.5
FDU60,OUT017,2701.5
NCC18,OUT019,771.0
DRJ39,OUT017,3397.0
FDS07,OUT049,1989.0
FDM08,OUT027,5004.5
FDP51,OUT045,2054.5
FDU16,OUT035,1304.5
FDH12,OUT013,1687.5
DRE48,OUT010,1182.0
NCL42,OUT027,5215.0
FDR21,OUT045,2884.5
NCW29,OUT035,2093.5
FDO11,OUT013,4063.0
NCM31,OUT049,2275.5
FDV35,OUT019,630.5
FDF58,OUT017,1109.5
NCE43,OUT049,2701.0
FDA02,OUT035,2288.0
DRL37,OUT010,1181.0
FDR24,OUT018,1192.0
FDW59,OUT049,1483.5
FDS22,OUT049,915.5
FDW24,OUT017,832.0
FDU24,OUT035,1539.5
FDA21,OUT027,4416.5
FDH58,OUT027,3341.5
FDW36,OUT018,1364.0
FDI45,OUT027,4212.5
FDU01,OUT018,2765.5
FDF35,OUT027,3283.5
FDU43,OUT019,1951.0
FDE24,OUT019,368.0
FDK50,OUT049,2729.5
FDG31,OUT045,1148.0
FDC60,OUT045,1477.0
FDL36,OUT013,1431.0
FDP21,OUT013,3113.5
FDW16,OUT045,1442.5
FDX02,OUT017,3500.0
FDQ58,OUT027,3920.5
FDT51,OUT046,1964.5
FDD59,OUT049,1529.0
NCM42,OUT018,1457.0
FDA57,OUT018,471.0
FDZ48,OUT035,1790.0
FDE46,OUT045,2506.5
NCZ30,OUT019,28.0
FDB56,OUT017,3094.5
FDA25,OUT027,3180.5
FDD20,OUT013,2086.5
FDL25,OUT013,1726.5
NCO18,OUT049,2838.5
FDJ45,OUT017,883.5
FDR12,OUT035,2724.0
NCF19,OUT010,1164.0
FDK25,OUT046,2913.0
NCR17,OUT046,1872.5
FDC52,OUT046,2461.5
NCA54,OUT017,2856.0
FDR45,OUT010,1908.0
NCM19,OUT049,1842.5
FDF39,OUT027,5522.5
FDX23,OUT049,1600.0
FDD58,OUT027,3069.0
FDX28,OUT013,1810.5
NCD31,OUT013,2565.0
FDU57,OUT018,2213.5
FDI27,OUT046,813.0
NCM42,OUT046,1779.5
FDD32,OUT027,2821.5
FDI34,OUT013,3706.5
NCM29,OUT049,2167.0
FDG46,OUT018,1637.5
DRC01,OUT010,1054.0
FDB15,OUT027,5464.5
NCA17,OUT027,3763.0
FDF10,OUT046,2489.5
